"YEAR","QUARTER","MONTH","DAY_OF_MONTH","DAY_OF_WEEK","UNIQUE_CARRIER","TAIL_NUM","FL_NUM","ORIGIN_AIRPORT_ID","ORIGIN","DEST_AIRPORT_ID","DEST","CRS_DEP_TIME","DEP_TIME","DEP_DELAY","DEP_DEL15","CRS_ARR_TIME","ARR_TIME","ARR_DELAY","ARR_DEL15","CANCELLED","DIVERTED","CRS_ELAPSED_TIME","ACTUAL_ELAPSED_TIME","DISTANCE",
2016,1,1,3,7,"DL","N960AT","86",13487,"MSP",11433,"DTW","1345","1337",-8.00,0.00,"1620","1616",-4.00,0.00,0.00,0.00,95.00,99.00,528.00,
2016,1,1,3,7,"DL","N3732J","423",12478,"JFK",10397,"ATL","1300","1258",-2.00,0.00,"1538","1519",-19.00,0.00,0.00,0.00,158.00,141.00,760.00,
2016,1,1,2,6,"DL","N592NW","1823",11433,"DTW",14747,"SEA","1728","1724",-4.00,0.00,"1929","1905",-24.00,0.00,0.00,0.00,301.00,281.00,1927.00,
2016,1,1,2,6,"DL","N833DN","1972",14747,"SEA",12478,"JFK","0715","0715",0.00,0.00,"1530","1519",-11.00,0.00,0.00,0.00,315.00,304.00,2422.00,
2016,1,1,2,6,"DL","N988DL","2005",10397,"ATL",11433,"DTW","0725","0723",-2.00,0.00,"0920","0920",0.00,0.00,0.00,0.00,115.00,117.00,594.00,
2016,1,1,2,6,"DL","N824NW","2039",10397,"ATL",14747,"SEA","0824","0847",23.00,1.00,"1059","1101",2.00,0.00,0.00,0.00,335.00,314.00,2182.00,
2016,1,1,3,7,"DL","N930DL","902",10397,"ATL",11433,"DTW","1456","1454",-2.00,0.00,"1655","1643",-12.00,0.00,0.00,0.00,119.00,109.00,594.00,
2016,1,1,3,7,"DL","N591NW","997",13487,"MSP",11433,"DTW","0833","0832",-1.00,0.00,"1116","1105",-11.00,0.00,0.00,0.00,103.00,93.00,528.00,
2016,1,1,3,7,"DL","N837DN","1108",13487,"MSP",10397,"ATL","1508","1510",2.00,0.00,"1835","1818",-17.00,0.00,0.00,0.00,147.00,128.00,907.00,
2016,1,1,3,7,"DL","N681DA","1231",10397,"ATL",11433,"DTW","1340","1339",-1.00,0.00,"1537","1524",-13.00,0.00,0.00,0.00,117.00,105.00,594.00,
2016,1,1,3,7,"DL","N536US","1291",14747,"SEA",10397,"ATL","0745","0750",5.00,0.00,"1529","1528",-1.00,0.00,0.00,0.00,284.00,278.00,2182.00,
2016,1,1,3,7,"DL","N596NW","1397",13487,"MSP",14747,"SEA","1440","1439",-1.00,0.00,"1625","1604",-21.00,0.00,0.00,0.00,225.00,205.00,1399.00,
2016,1,1,3,7,"DL","N369NB","1444",11433,"DTW",10397,"ATL","2020","2021",1.00,0.00,"2227","2211",-16.00,0.00,0.00,0.00,127.00,110.00,594.00,
2016,1,1,3,7,"DL","N815DN","1491",13487,"MSP",10397,"ATL","0610","0608",-2.00,0.00,"0940","0922",-18.00,0.00,0.00,0.00,150.00,134.00,907.00,
2016,1,1,3,7,"DL","N138DL","1573",14747,"SEA",10397,"ATL","2355","0004",9.00,0.00,"0732","0736",4.00,0.00,0.00,0.00,277.00,272.00,2182.00,
2016,1,1,3,7,"DL","N536US","1646",10397,"ATL",14747,"SEA","1620","1621",1.00,0.00,"1859","1838",-21.00,0.00,0.00,0.00,339.00,317.00,2182.00,
2016,1,1,3,7,"DL","N337NW","1734",13487,"MSP",11433,"DTW","1152","1151",-1.00,0.00,"1433","1425",-8.00,0.00,0.00,0.00,101.00,94.00,528.00,
2016,1,1,4,1,"DL","N633DL","1587",11433,"DTW",10397,"ATL","1345","1350",5.00,0.00,"1549","1532",-17.00,0.00,0.00,0.00,124.00,102.00,594.00,
2016,1,1,4,1,"DL","N3757D","1699",11433,"DTW",14747,"SEA","1215","1236",21.00,1.00,"1420","1437",17.00,1.00,0.00,0.00,305.00,301.00,1927.00,
2016,1,1,4,1,"DL","N827DN","1770",14747,"SEA",13487,"MSP","1520","1521",1.00,0.00,"2032","2048",16.00,1.00,0.00,0.00,192.00,207.00,1399.00,
2016,1,1,2,6,"DL","N964DL","991",10397,"ATL",11433,"DTW","1205","1205",0.00,0.00,"1404","1405",1.00,0.00,0.00,0.00,119.00,120.00,594.00,
2016,1,1,2,6,"DL","N965DN","1104",10397,"ATL",13487,"MSP","1205","1219",14.00,0.00,"1345","1355",10.00,0.00,0.00,0.00,160.00,156.00,907.00,
2016,1,1,3,7,"DL","N848DN","1770",14747,"SEA",13487,"MSP","1520","1602",42.00,1.00,"2032","2108",36.00,1.00,0.00,0.00,192.00,186.00,1399.00,
2016,1,1,3,7,"DL","N948DN","1842",11433,"DTW",10397,"ATL","1005","1003",-2.00,0.00,"1209","1149",-20.00,0.00,0.00,0.00,124.00,106.00,594.00,
2016,1,1,3,7,"DL","N923DL","1975",13487,"MSP",10397,"ATL","1129","1155",26.00,1.00,"1500","1506",6.00,0.00,0.00,0.00,151.00,131.00,907.00,
2016,1,1,3,7,"DL","N1609","2039",10397,"ATL",14747,"SEA","0824","0831",7.00,0.00,"1059","1102",3.00,0.00,0.00,0.00,335.00,331.00,2182.00,
2016,1,1,3,7,"DL","N718TW","2139",12478,"JFK",10397,"ATL","0830","0826",-4.00,0.00,"1111","1108",-3.00,0.00,0.00,0.00,161.00,162.00,760.00,
2016,1,1,3,7,"DL","N820DN","2193",13487,"MSP",14747,"SEA","0650","0650",0.00,0.00,"0844","0819",-25.00,0.00,0.00,0.00,234.00,209.00,1399.00,
2016,1,1,3,7,"DL","N806DN","2255",13487,"MSP",10397,"ATL","1320","1319",-1.00,0.00,"1649","1636",-13.00,0.00,0.00,0.00,149.00,137.00,907.00,
2016,1,1,3,7,"DL","N806DN","2318",14747,"SEA",13487,"MSP","0710","0710",0.00,0.00,"1223","1220",-3.00,0.00,0.00,0.00,193.00,190.00,1399.00,
2016,1,1,3,7,"DL","N930DL","2418",11433,"DTW",10397,"ATL","1205","1206",1.00,0.00,"1411","1415",4.00,0.00,0.00,0.00,126.00,129.00,594.00,
2016,1,1,3,7,"DL","N968AT","2515",11433,"DTW",12478,"JFK","1930","1927",-3.00,0.00,"2125","2105",-20.00,0.00,0.00,0.00,115.00,98.00,509.00,
2016,1,1,4,1,"DL","N932DL","2418",11433,"DTW",10397,"ATL","1205","1205",0.00,0.00,"1411","1423",12.00,0.00,0.00,0.00,126.00,138.00,594.00,
2016,1,1,4,1,"DL","N908DE","2515",11433,"DTW",12478,"JFK","1930","1939",9.00,0.00,"2125","2138",13.00,0.00,0.00,0.00,115.00,119.00,509.00,
2016,1,1,4,1,"DL","N945DL","2793",11433,"DTW",13487,"MSP","1006","1019",13.00,0.00,"1105","1102",-3.00,0.00,0.00,0.00,119.00,103.00,528.00,
2016,1,1,4,1,"DL","N927AT","2829",10397,"ATL",11433,"DTW","2040","2041",1.00,0.00,"2234","2229",-5.00,0.00,0.00,0.00,114.00,108.00,594.00,
2016,1,1,5,2,"DL","N674DL","8",13487,"MSP",10397,"ATL","1732","1728",-4.00,0.00,"2105","2043",-22.00,0.00,0.00,0.00,153.00,135.00,907.00,
2016,1,1,5,2,"DL","N909DA","87",11433,"DTW",13487,"MSP","1540","1535",-5.00,0.00,"1649","1631",-18.00,0.00,0.00,0.00,129.00,116.00,528.00,
2016,1,1,5,2,"DL","N930DL","425",12478,"JFK",10397,"ATL","1501","1537",36.00,1.00,"1750","1749",-1.00,0.00,0.00,0.00,169.00,132.00,760.00,
2016,1,1,5,2,"DL","N698DL","449",12478,"JFK",14747,"SEA","0700","0658",-2.00,0.00,"1020","1000",-20.00,0.00,0.00,0.00,380.00,362.00,2422.00,
2016,1,1,3,7,"DL","N841DN","483",12478,"JFK",14747,"SEA","1625","1705",40.00,1.00,"1951","2023",32.00,1.00,0.00,0.00,386.00,378.00,2422.00,
2016,1,1,3,7,"DL","N961AT","569",10397,"ATL",12478,"JFK","1740","1741",1.00,0.00,"2008","1955",-13.00,0.00,0.00,0.00,148.00,134.00,760.00,
2016,1,1,3,7,"DL","N552NW","630",11433,"DTW",10397,"ATL","1746","1741",-5.00,0.00,"1954","1925",-29.00,0.00,0.00,0.00,128.00,104.00,594.00,
2016,1,1,3,7,"DL","N596NW","701",14747,"SEA",11433,"DTW","2300","2302",2.00,0.00,"0609","0617",8.00,0.00,0.00,0.00,249.00,255.00,1927.00,
2016,1,1,3,7,"DL","N935DN","783",10397,"ATL",13487,"MSP","0840","0841",1.00,0.00,"1022","1022",0.00,0.00,0.00,0.00,162.00,161.00,907.00,
2016,1,1,3,7,"DL","N801DZ","2811",12478,"JFK",13487,"MSP","0805","0803",-2.00,0.00,"1024","1012",-12.00,0.00,0.00,0.00,199.00,189.00,1029.00,
2016,1,1,3,7,"DL","N802DN","2829",10397,"ATL",11433,"DTW","2040","2040",0.00,0.00,"2234","2229",-5.00,0.00,0.00,0.00,114.00,109.00,594.00,
2016,1,1,4,1,"DL","N553NW","53",13487,"MSP",11433,"DTW","1530","1530",0.00,0.00,"1805","1810",5.00,0.00,0.00,0.00,95.00,100.00,528.00,
2016,1,1,4,1,"DL","N612DL","391",13487,"MSP",10397,"ATL","1910","1911",1.00,0.00,"2240","2227",-13.00,0.00,0.00,0.00,150.00,136.00,907.00,
2016,1,1,4,1,"DL","N357NB","453",12478,"JFK",13487,"MSP","1625","1654",29.00,1.00,"1845","1909",24.00,1.00,0.00,0.00,200.00,195.00,1029.00,
2016,1,1,4,1,"DL","N391DA","488",12478,"JFK",14747,"SEA","0700","0701",1.00,0.00,"1020","0946",-34.00,0.00,0.00,0.00,380.00,345.00,2422.00,
2016,1,1,4,1,"DL","N695DL","588",14747,"SEA",13487,"MSP","1120","1211",51.00,1.00,"1637","1721",44.00,1.00,0.00,0.00,197.00,190.00,1399.00,
2016,1,1,4,1,"DL","N943DL","658",13487,"MSP",12478,"JFK","1020","1020",0.00,0.00,"1405","1404",-1.00,0.00,0.00,0.00,165.00,164.00,1029.00,
2016,1,1,4,1,"DL","N903DA","744",13487,"MSP",10397,"ATL","0958","1000",2.00,0.00,"1328","1312",-16.00,0.00,0.00,0.00,150.00,132.00,907.00,
2016,1,1,4,1,"DL","N702TW","843",10397,"ATL",12478,"JFK","1025","1024",-1.00,0.00,"1240","1223",-17.00,0.00,0.00,0.00,135.00,119.00,760.00,
2016,1,1,4,1,"DL","N960AT","945",11433,"DTW",13487,"MSP","0719","0722",3.00,0.00,"0830","0815",-15.00,0.00,0.00,0.00,131.00,113.00,528.00,
2016,1,1,4,1,"DL","N911DE","1055",11433,"DTW",13487,"MSP","1940","2004",24.00,1.00,"2036","2050",14.00,0.00,0.00,0.00,116.00,106.00,528.00,
2016,1,1,4,1,"DL","N947DN","1122",13487,"MSP",10397,"ATL","0730","0725",-5.00,0.00,"1111","1039",-32.00,0.00,0.00,0.00,161.00,134.00,907.00,
2016,1,1,4,1,"DL","N839DN","1247",10397,"ATL",13487,"MSP","1455","1457",2.00,0.00,"1640","1639",-1.00,0.00,0.00,0.00,165.00,162.00,907.00,
2016,1,1,4,1,"DL","N944DL","1357",13487,"MSP",11433,"DTW","1752","1752",0.00,0.00,"2033","2035",2.00,0.00,0.00,0.00,101.00,103.00,528.00,
2016,1,1,4,1,"DL","N816DN","1410",14747,"SEA",10397,"ATL","1345","1345",0.00,0.00,"2128","2132",4.00,0.00,0.00,0.00,283.00,287.00,2182.00,
2016,1,1,4,1,"DL","N933DN","1448",10397,"ATL",11433,"DTW","1905","1903",-2.00,0.00,"2103","2057",-6.00,0.00,0.00,0.00,118.00,114.00,594.00,
2016,1,1,5,2,"DL","N832DN","1267",10397,"ATL",11433,"DTW","1735","1834",59.00,1.00,"1934","2011",37.00,1.00,0.00,0.00,119.00,97.00,594.00,
2016,1,1,5,2,"DL","N585NW","1403",10397,"ATL",14747,"SEA","1350","1354",4.00,0.00,"1625","1608",-17.00,0.00,0.00,0.00,335.00,314.00,2182.00,
2016,1,1,5,2,"DL","N358NB","1476",11433,"DTW",13487,"MSP","1350","1346",-4.00,0.00,"1449","1427",-22.00,0.00,0.00,0.00,119.00,101.00,528.00,
2016,1,1,6,3,"DL","N963DN","929",11433,"DTW",10397,"ATL","1627","1622",-5.00,0.00,"1840","1824",-16.00,0.00,0.00,0.00,133.00,122.00,594.00,
2016,1,1,6,3,"DL","N344NW","984",10397,"ATL",12478,"JFK","2050","2050",0.00,0.00,"2314","2256",-18.00,0.00,0.00,0.00,144.00,126.00,760.00,
2016,1,1,6,3,"DL","N353NW","1096",11433,"DTW",13487,"MSP","1200","1152",-8.00,0.00,"1302","1238",-24.00,0.00,0.00,0.00,122.00,106.00,528.00,
2016,1,1,6,3,"DL","N903DA","1122",13487,"MSP",10397,"ATL","0729","0722",-7.00,0.00,"1104","1051",-13.00,0.00,0.00,0.00,155.00,149.00,907.00,
2016,1,1,6,3,"DL","N346NB","1195",11433,"DTW",12478,"JFK","2000","1959",-1.00,0.00,"2159","2146",-13.00,0.00,0.00,0.00,119.00,107.00,509.00,
2016,1,1,6,3,"DL","N585NW","1291",14747,"SEA",10397,"ATL","0830","0833",3.00,0.00,"1614","1616",2.00,0.00,0.00,0.00,284.00,283.00,2182.00,
2016,1,1,6,3,"DL","N3734B","1461",11433,"DTW",14747,"SEA","1215","1212",-3.00,0.00,"1430","1346",-44.00,0.00,0.00,0.00,315.00,274.00,1927.00,
2016,1,1,6,3,"DL","N839DN","1598",14747,"SEA",10397,"ATL","0620","0614",-6.00,0.00,"1404","1354",-10.00,0.00,0.00,0.00,284.00,280.00,2182.00,
2016,1,1,6,3,"DL","N354NW","1734",13487,"MSP",11433,"DTW","1152","1146",-6.00,0.00,"1436","1423",-13.00,0.00,0.00,0.00,104.00,97.00,528.00,
2016,1,1,6,3,"DL","N905DE","1795",10397,"ATL",12478,"JFK","1745","1743",-2.00,0.00,"2014","2009",-5.00,0.00,0.00,0.00,149.00,146.00,760.00,
2016,1,1,7,4,"DL","N365NB","434",12478,"JFK",10397,"ATL","0805","0804",-1.00,0.00,"1043","1019",-24.00,0.00,0.00,0.00,158.00,135.00,760.00,
2016,1,1,7,4,"DL","N959DN","514",10397,"ATL",13487,"MSP","1205","1227",22.00,1.00,"1354","1355",1.00,0.00,0.00,0.00,169.00,148.00,907.00,
2016,1,1,7,4,"DL","N3743H","589",13487,"MSP",14747,"SEA","0910","0907",-3.00,0.00,"1100","1056",-4.00,0.00,0.00,0.00,230.00,229.00,1399.00,
2016,1,1,5,2,"DL","N317US","1650",11433,"DTW",13487,"MSP","0705","0704",-1.00,0.00,"0824","0815",-9.00,0.00,0.00,0.00,139.00,131.00,528.00,
2016,1,1,5,2,"DL","N309US","1734",13487,"MSP",11433,"DTW","1152","1149",-3.00,0.00,"1436","1417",-19.00,0.00,0.00,0.00,104.00,88.00,528.00,
2016,1,1,5,2,"DL","N931DL","1795",10397,"ATL",12478,"JFK","1745","1746",1.00,0.00,"2014","2008",-6.00,0.00,0.00,0.00,149.00,142.00,760.00,
2016,1,1,5,2,"DL","N121DE","1893",11433,"DTW",10397,"ATL","0835","0842",7.00,0.00,"1049","1049",0.00,0.00,0.00,0.00,134.00,127.00,594.00,
2016,1,1,5,2,"DL","N921AT","2016",12478,"JFK",10397,"ATL","1930","1932",2.00,0.00,"2211","2147",-24.00,0.00,0.00,0.00,161.00,135.00,760.00,
2016,1,1,6,3,"DL","N902DE","1975",13487,"MSP",10397,"ATL","1125","1125",0.00,0.00,"1458","1455",-3.00,0.00,0.00,0.00,153.00,150.00,907.00,
2016,1,1,6,3,"DL","N585NW","2074",10397,"ATL",13487,"MSP","1735","1736",1.00,0.00,"1924","1910",-14.00,0.00,0.00,0.00,169.00,154.00,907.00,
2016,1,1,6,3,"DL","N3743H","2221",13487,"MSP",14747,"SEA","1130","1125",-5.00,0.00,"1322","1257",-25.00,0.00,0.00,0.00,232.00,212.00,1399.00,
2016,1,1,6,3,"DL","N3730B","2287",10397,"ATL",13487,"MSP","2215","2244",29.00,1.00,"2357","0003",6.00,0.00,0.00,0.00,162.00,139.00,907.00,
2016,1,1,6,3,"DL","N943DN","2382",10397,"ATL",13487,"MSP","1915","1914",-1.00,0.00,"2108","2036",-32.00,0.00,0.00,0.00,173.00,142.00,907.00,
2016,1,1,6,3,"DL","N323US","2448",11433,"DTW",10397,"ATL","1205","1201",-4.00,0.00,"1415","1349",-26.00,0.00,0.00,0.00,130.00,108.00,594.00,
2016,1,1,6,3,"DL","N354NW","2793",11433,"DTW",13487,"MSP","1001","0957",-4.00,0.00,"1107","1045",-22.00,0.00,0.00,0.00,126.00,108.00,528.00,
2016,1,1,7,4,"DL","N973DL","7",10397,"ATL",13487,"MSP","1046","1043",-3.00,0.00,"1230","1207",-23.00,0.00,0.00,0.00,164.00,144.00,907.00,
2016,1,1,7,4,"DL","N913DN","86",13487,"MSP",11433,"DTW","1348","1339",-9.00,0.00,"1632","1615",-17.00,0.00,0.00,0.00,104.00,96.00,528.00,
2016,1,1,7,4,"DL","N343NB","423",12478,"JFK",10397,"ATL","1325","1335",10.00,0.00,"1600","1604",4.00,0.00,0.00,0.00,155.00,149.00,760.00,
2016,1,1,7,4,"DL","N375NC","2448",11433,"DTW",10397,"ATL","1208","1204",-4.00,0.00,"1420","1356",-24.00,0.00,0.00,0.00,132.00,112.00,594.00,
2016,1,1,5,2,"DL","N839DN","485",12478,"JFK",14747,"SEA","1650","1645",-5.00,0.00,"2018","1920",-58.00,0.00,0.00,0.00,388.00,335.00,2422.00,
2016,1,1,5,2,"DL","N382DA","588",14747,"SEA",13487,"MSP","1105","1108",3.00,0.00,"1627","1626",-1.00,0.00,0.00,0.00,202.00,198.00,1399.00,
2016,1,1,5,2,"DL","N931DN","744",13487,"MSP",10397,"ATL","1005","1002",-3.00,0.00,"1334","1323",-11.00,0.00,0.00,0.00,149.00,141.00,907.00,
2016,1,1,5,2,"DL","N3752","789",14747,"SEA",13487,"MSP","1315","1314",-1.00,0.00,"1837","1835",-2.00,0.00,0.00,0.00,202.00,201.00,1399.00,
2016,1,1,5,2,"DL","N957DL","844",10397,"ATL",13487,"MSP","1046","1044",-2.00,0.00,"1230","1206",-24.00,0.00,0.00,0.00,164.00,142.00,907.00,
2016,1,1,5,2,"DL","N922DX","929",11433,"DTW",10397,"ATL","1627","1623",-4.00,0.00,"1840","1821",-19.00,0.00,0.00,0.00,133.00,118.00,594.00,
2016,1,1,5,2,"DL","N961AT","984",10397,"ATL",12478,"JFK","2050","2049",-1.00,0.00,"2315","2248",-27.00,0.00,0.00,0.00,145.00,119.00,760.00,
2016,1,1,5,2,"DL","N313US","1096",11433,"DTW",13487,"MSP","1200","1200",0.00,0.00,"1303","1245",-18.00,0.00,0.00,0.00,123.00,105.00,528.00,
2016,1,1,5,2,"DL","N377DA","1145",10397,"ATL",11433,"DTW","1620","1622",2.00,0.00,"1824","1804",-20.00,0.00,0.00,0.00,124.00,102.00,594.00,
2016,1,1,7,4,"DL","N838DN","1593",14747,"SEA",10397,"ATL","2316","2313",-3.00,0.00,"0653","0654",1.00,0.00,0.00,0.00,277.00,281.00,2182.00,
2016,1,1,7,4,"DL","N317NB","1707",11433,"DTW",13487,"MSP","0834","0830",-4.00,0.00,"0945","0915",-30.00,0.00,0.00,0.00,131.00,105.00,528.00,
2016,1,1,7,4,"DL","N3773D","1770",14747,"SEA",13487,"MSP","1530","1529",-1.00,0.00,"2048","2047",-1.00,0.00,0.00,0.00,198.00,198.00,1399.00,
2016,1,1,7,4,"DL","N809DN","1840",13487,"MSP",11433,"DTW","1759","1803",4.00,0.00,"2044","2051",7.00,0.00,0.00,0.00,105.00,108.00,528.00,
2016,1,1,7,4,"DL","N978DL","1975",13487,"MSP",10397,"ATL","1125","1125",0.00,0.00,"1458","1455",-3.00,0.00,0.00,0.00,153.00,150.00,907.00,
2016,1,1,7,4,"DL","N592NW","2074",10397,"ATL",13487,"MSP","1735","1756",21.00,1.00,"1924","1933",9.00,0.00,0.00,0.00,169.00,157.00,907.00,
2016,1,1,7,4,"DL","N3730B","2221",13487,"MSP",14747,"SEA","1130","1126",-4.00,0.00,"1322","1254",-28.00,0.00,0.00,0.00,232.00,208.00,1399.00,
2016,1,1,7,4,"DL","N617DL","2287",10397,"ATL",13487,"MSP","2215","2210",-5.00,0.00,"2357","2332",-25.00,0.00,0.00,0.00,162.00,142.00,907.00,
2016,1,1,7,4,"DL","N925DN","2382",10397,"ATL",13487,"MSP","1915","1916",1.00,0.00,"2108","2036",-32.00,0.00,0.00,0.00,173.00,140.00,907.00,
2016,1,1,8,5,"DL","N907DA","1231",10397,"ATL",11433,"DTW","1341","1339",-2.00,0.00,"1542","1535",-7.00,0.00,0.00,0.00,121.00,116.00,594.00,
2016,1,1,7,4,"DL","N931DN","744",13487,"MSP",10397,"ATL","1005","1010",5.00,0.00,"1334","1349",15.00,1.00,0.00,0.00,149.00,159.00,907.00,
2016,1,1,7,4,"DL","N3752","789",14747,"SEA",13487,"MSP","1315","1310",-5.00,0.00,"1837","1850",13.00,0.00,0.00,0.00,202.00,220.00,1399.00,
2016,1,1,7,4,"DL","N977DL","844",10397,"ATL",13487,"MSP","1046","1045",-1.00,0.00,"1230","1213",-17.00,0.00,0.00,0.00,164.00,148.00,907.00,
2016,1,1,7,4,"DL","N924DN","945",11433,"DTW",10397,"ATL","1345","1337",-8.00,0.00,"1558","1530",-28.00,0.00,0.00,0.00,133.00,113.00,594.00,
2016,1,1,7,4,"DL","N842DN","987",14747,"SEA",11433,"DTW","2300","2254",-6.00,0.00,"0615","0621",6.00,0.00,0.00,0.00,255.00,267.00,1927.00,
2016,1,1,7,4,"DL","N842DN","1107",10397,"ATL",14747,"SEA","1920","1926",6.00,0.00,"2205","2117",-48.00,0.00,0.00,0.00,345.00,291.00,2182.00,
2016,1,1,7,4,"DL","N377DA","1145",10397,"ATL",11433,"DTW","1620","1631",11.00,0.00,"1824","1813",-11.00,0.00,0.00,0.00,124.00,102.00,594.00,
2016,1,1,7,4,"DL","N907DA","1231",10397,"ATL",11433,"DTW","1341","1345",4.00,0.00,"1542","1538",-4.00,0.00,0.00,0.00,121.00,113.00,594.00,
2016,1,1,7,4,"DL","N383DN","1397",13487,"MSP",14747,"SEA","1415","1410",-5.00,0.00,"1603","1546",-17.00,0.00,0.00,0.00,228.00,216.00,1399.00,
2016,1,1,7,4,"DL","N709TW","1473",14747,"SEA",12478,"JFK","1110","1110",0.00,0.00,"1930","1944",14.00,0.00,0.00,0.00,320.00,334.00,2422.00,
2016,1,1,8,5,"DL","N595NW","2188",10397,"ATL",14747,"SEA","1630","1631",1.00,0.00,"1913","1837",-36.00,0.00,0.00,0.00,343.00,306.00,2182.00,
2016,1,1,8,5,"DL","N954DN","2263",10397,"ATL",11433,"DTW","1054","1057",3.00,0.00,"1253","1247",-6.00,0.00,0.00,0.00,119.00,110.00,594.00,
2016,1,1,8,5,"DL","N948AT","2312",13487,"MSP",12478,"JFK","1755","1751",-4.00,0.00,"2149","2150",1.00,0.00,0.00,0.00,174.00,179.00,1029.00,
2016,1,1,8,5,"DL","N841DN","2413",14747,"SEA",12478,"JFK","0700","0702",2.00,0.00,"1515","1529",14.00,0.00,0.00,0.00,315.00,327.00,2422.00,
2016,1,1,8,5,"DL","N584NW","2448",11433,"DTW",10397,"ATL","1205","1157",-8.00,0.00,"1418","1410",-8.00,0.00,0.00,0.00,133.00,133.00,594.00,
2016,1,1,8,5,"DL","N936DN","2610",10397,"ATL",13487,"MSP","0730","0729",-1.00,0.00,"0914","0846",-28.00,0.00,0.00,0.00,164.00,137.00,907.00,
2016,1,1,8,5,"DL","N987DL","2817",12478,"JFK",11433,"DTW","0901","0858",-3.00,0.00,"1115","1057",-18.00,0.00,0.00,0.00,134.00,119.00,509.00,
2016,1,1,7,4,"DL","N671DN","2794",11433,"DTW",10397,"ATL","0720","0718",-2.00,0.00,"0945","0938",-7.00,0.00,0.00,0.00,145.00,140.00,594.00,
2016,1,1,8,5,"DL","N678DL","8",13487,"MSP",10397,"ATL","1732","1735",3.00,0.00,"2105","2133",28.00,1.00,0.00,0.00,153.00,178.00,907.00,
2016,1,1,8,5,"DL","N3748Y","281",11433,"DTW",14747,"SEA","0840","0833",-7.00,0.00,"1100","1013",-47.00,0.00,0.00,0.00,320.00,280.00,1927.00,
2016,1,1,8,5,"DL","N340NB","440",12478,"JFK",10397,"ATL","0816","0814",-2.00,0.00,"1051","1041",-10.00,0.00,0.00,0.00,155.00,147.00,760.00,
